epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,101.401,0.68551,0.4051,0.90873,0.99453,0.96875,0.99324,0.73822,1.0232,0.48956,1.10924,0.000907848,0.000907848,0.000907848
48,103.618,0.64691,0.39776,0.88435,0.99112,0.99822,0.995,0.68327,1.15262,0.46632,1.21141,0.000891345,0.000891345,0.000891345
49,105.718,0.68091,0.39596,0.91435,0.9945,0.99995,0.995,0.72418,1.00167,0.43952,1.088,0.000874842,0.000874842,0.000874842
50,107.861,0.63178,0.38578,0.88579,0.996,1,0.995,0.70908,1.02459,0.44982,1.11546,0.000858338,0.000858338,0.000858338
51,110.007,0.61999,0.37536,0.8828,0.99721,1,0.995,0.70563,1.0665,0.43998,1.1449,0.000841835,0.000841835,0.000841835
52,112.142,0.6754,0.41668,0.91879,0.99501,1,0.995,0.70691,1.00108,0.41134,1.10083,0.000825332,0.000825332,0.000825332
53,114.267,0.63817,0.37071,0.88442,0.99466,1,0.995,0.71665,1.0416,0.43704,1.12475,0.000808828,0.000808828,0.000808828
54,116.386,0.60705,0.3651,0.87853,0.99438,1,0.995,0.68344,1.11875,0.46132,1.18846,0.000792325,0.000792325,0.000792325
55,118.522,0.65948,0.38411,0.88083,0.99457,0.99993,0.995,0.71855,1.04259,0.42448,1.11592,0.000775822,0.000775822,0.000775822
56,120.639,0.61242,0.36735,0.88388,0.99344,0.99963,0.995,0.70567,1.05545,0.42781,1.1353,0.000759318,0.000759318,0.000759318
57,122.743,0.62535,0.37129,0.88981,0.98984,0.99848,0.995,0.71533,1.01883,0.42959,1.10867,0.000742815,0.000742815,0.000742815
58,124.887,0.6127,0.36947,0.88174,0.99206,0.99904,0.995,0.75461,0.93117,0.38743,1.03257,0.000726312,0.000726312,0.000726312
59,127.116,0.63282,0.37271,0.88531,0.99327,0.99991,0.995,0.73338,1.00513,0.40731,1.08198,0.000709809,0.000709809,0.000709809
60,129.265,0.62241,0.36325,0.89039,0.98801,0.9998,0.995,0.74885,0.98301,0.4045,1.07123,0.000693305,0.000693305,0.000693305
61,131.414,0.56961,0.35534,0.8703,0.98253,1,0.995,0.75678,0.94921,0.40026,1.06411,0.000676802,0.000676802,0.000676802
62,133.648,0.60357,0.36742,0.87756,0.99099,0.99867,0.995,0.76352,0.90935,0.3908,1.03991,0.000660299,0.000660299,0.000660299
63,135.859,0.60947,0.35615,0.88518,0.98847,0.99829,0.995,0.74684,0.91876,0.39932,1.05275,0.000643795,0.000643795,0.000643795
64,137.965,0.59885,0.36444,0.89906,0.98577,0.99804,0.995,0.70777,0.98171,0.42013,1.10555,0.000627292,0.000627292,0.000627292
65,140.098,0.58559,0.35283,0.8805,0.98675,0.99814,0.995,0.73641,0.95741,0.39948,1.07914,0.000610789,0.000610789,0.000610789
66,142.241,0.56276,0.33647,0.86926,0.9861,0.99814,0.995,0.73472,0.98139,0.3898,1.09428,0.000594286,0.000594286,0.000594286
67,144.373,0.5478,0.33198,0.87967,0.98622,0.99812,0.995,0.74099,0.94179,0.39235,1.06138,0.000577782,0.000577782,0.000577782
68,146.489,0.51415,0.31974,0.85148,0.98622,0.99816,0.995,0.7482,0.91624,0.39038,1.0393,0.000561279,0.000561279,0.000561279
69,148.618,0.54325,0.32869,0.8766,0.98736,0.99815,0.995,0.77034,0.90677,0.37762,1.03404,0.000544776,0.000544776,0.000544776
70,150.829,0.55435,0.33394,0.87311,0.98949,0.99762,0.995,0.76668,0.91905,0.36964,1.04092,0.000528272,0.000528272,0.000528272
71,152.957,0.57684,0.34259,0.87894,0.98697,0.99807,0.995,0.77031,0.909,0.37986,1.04113,0.000511769,0.000511769,0.000511769
72,155.075,0.58249,0.33767,0.88029,0.98643,0.99808,0.995,0.75768,0.9075,0.39126,1.04108,0.000495266,0.000495266,0.000495266
73,157.201,0.51314,0.31538,0.84281,0.98658,0.99807,0.995,0.76587,0.90235,0.38067,1.03916,0.000478762,0.000478762,0.000478762
74,159.33,0.50618,0.30767,0.84554,0.98632,0.99808,0.995,0.78017,0.90448,0.38996,1.03814,0.000462259,0.000462259,0.000462259
75,161.54,0.50911,0.32312,0.85612,0.98616,0.99805,0.995,0.77299,0.87426,0.3847,1.01911,0.000445756,0.000445756,0.000445756
76,163.655,0.51818,0.31415,0.85256,0.9863,0.99811,0.995,0.76891,0.88154,0.3736,1.02955,0.000429253,0.000429253,0.000429253
77,165.777,0.5244,0.31839,0.86305,0.98672,0.99809,0.995,0.77084,0.89028,0.3702,1.03261,0.000412749,0.000412749,0.000412749
78,167.915,0.51334,0.32141,0.84353,0.98656,0.99809,0.995,0.77439,0.88139,0.36115,1.02109,0.000396246,0.000396246,0.000396246
79,170.028,0.50497,0.30874,0.85368,0.98601,0.9981,0.995,0.78374,0.87964,0.36445,1.0141,0.000379743,0.000379743,0.000379743
80,172.225,0.52668,0.31676,0.87075,0.98731,0.9982,0.995,0.7642,0.89385,0.3469,1.03808,0.000363239,0.000363239,0.000363239
81,174.354,0.49088,0.29948,0.85397,0.98747,0.99818,0.995,0.7506,0.90879,0.34734,1.05542,0.000346736,0.000346736,0.000346736
82,176.454,0.50312,0.30384,0.84425,0.98609,0.99818,0.995,0.75458,0.91992,0.35751,1.04767,0.000330233,0.000330233,0.000330233
83,178.581,0.45762,0.28281,0.82988,0.98578,0.99815,0.995,0.74504,0.92814,0.37246,1.05126,0.000313729,0.000313729,0.000313729
84,180.695,0.47958,0.29646,0.85214,0.98599,0.99816,0.995,0.7503,0.91525,0.37672,1.05547,0.000297226,0.000297226,0.000297226
85,182.812,0.44916,0.28611,0.82683,0.98631,0.99821,0.995,0.75165,0.92517,0.37286,1.05271,0.000280723,0.000280723,0.000280723
86,184.944,0.46978,0.28342,0.83944,0.98664,0.99824,0.995,0.75873,0.91734,0.36049,1.04056,0.00026422,0.00026422,0.00026422
87,187.059,0.46281,0.28391,0.84714,0.98718,0.99825,0.995,0.75596,0.91511,0.34034,1.03852,0.000247716,0.000247716,0.000247716
88,189.153,0.47719,0.29557,0.85332,0.98733,0.99826,0.995,0.76749,0.9201,0.34231,1.04012,0.000231213,0.000231213,0.000231213
89,191.259,0.45141,0.28534,0.84348,0.98663,0.99826,0.995,0.75904,0.91693,0.34868,1.04282,0.00021471,0.00021471,0.00021471
90,193.383,0.45382,0.28412,0.83928,0.98603,0.99824,0.995,0.76609,0.90024,0.35245,1.04315,0.000198206,0.000198206,0.000198206
91,196.5,0.41071,0.25565,0.81508,0.98622,0.99823,0.995,0.76748,0.89997,0.34703,1.03959,0.000181703,0.000181703,0.000181703
92,198.619,0.39745,0.24345,0.83553,0.98692,0.99826,0.995,0.75921,0.90982,0.34513,1.03734,0.0001652,0.0001652,0.0001652
93,200.741,0.396,0.25998,0.80681,0.98795,0.99829,0.995,0.7665,0.91478,0.34332,1.04956,0.000148696,0.000148696,0.000148696
94,202.855,0.38449,0.24561,0.79943,0.98862,0.99835,0.995,0.75782,0.93463,0.3448,1.06657,0.000132193,0.000132193,0.000132193
95,204.965,0.37522,0.24599,0.81145,0.98753,0.99828,0.995,0.75957,0.94041,0.34671,1.06993,0.00011569,0.00011569,0.00011569
96,207.07,0.37968,0.24314,0.80001,0.98705,0.99825,0.995,0.74569,0.93694,0.3426,1.06362,9.91865e-05,9.91865e-05,9.91865e-05
97,209.186,0.38599,0.24573,0.81668,0.98804,0.99828,0.995,0.74844,0.93132,0.34115,1.05514,8.26832e-05,8.26832e-05,8.26832e-05
98,211.295,0.34756,0.22944,0.80405,0.98869,0.99826,0.995,0.74775,0.92387,0.3441,1.04962,6.61799e-05,6.61799e-05,6.61799e-05
99,213.442,0.36643,0.23054,0.81607,0.98846,0.99821,0.995,0.75747,0.91083,0.34154,1.04439,4.96766e-05,4.96766e-05,4.96766e-05
